Referencia;Descripcion;Contenido
49220;Junta tórica ancha AN-28 37,47x5,33mm en color negro (100u);https://media.telematel.com/assets/alfa-dyser-junta-torica-ancha-an-28-37-47x5-33mm-en-color-negro-100u-49220-1403000001-1239-md01_500.jpg
20863;Adaptador bipolar Schuko de 2 tomas 10-16A 250V 3680W 4,8mm de policarbonato en color blanco;https://media.telematel.com/assets/alfa-dyser-adaptador-bip-schuko-2-t-10-16a-250v-3680w-4-8mm-polic-color-bl-20863-1403000002-7bd9-md01_500.jpg
49041;Junta tórica ancha AN-10 12,37x2,62mm en color negro (100);https://media.telematel.com/assets/alfa-dyser-junta-torica-ancha-an-10-12-37x2-62mm-en-color-negro-100-49041-1403000003-8cd4-md01_500.jpg
30742;Tostadora plana 600W;https://media.telematel.com/assets/alfa-dyser-tostadora-plana-600w-30742-1403000004-1ef8-md01_500.jpg
43272;"Codo mural de soldar 1/2"" 15mm de latón";https://media.telematel.com/assets/alfa-dyser-codo-mural-de-soldar-1-2-15mm-de-laton-43272-1403000005-db62-md01_500.jpg
43047;"Flexo UNIFLEX 40cm M-H 1/2x1/2"" de acero inoxidable para instalaciones de agua";https://media.telematel.com/assets/alfa-dyser-flexo-uniflex-40cm-m-h-1-2x1-2-de-acero-inoxidable-para-instalaciones-de-agua-43047-1403000006-3013-md01_500.jpg
14353;Enganche de cadena de bolas de latón dorado 3,2mm (100u);https://media.telematel.com/assets/alfa-dyser-enganche-de-cadena-de-bolas-de-laton-dorado-3-2mm-100u-14353-1403000007-8f98-md01_500.jpg
14228;Atomizador largo sin rosca de plástico en color blanco;https://media.telematel.com/assets/alfa-dyser-atomizador-largo-sin-rosca-de-plastico-en-color-blanco-14228-1403000008-99c7-md01_500.jpg
46072;Atomizador 2485 M-H con rosca de plástico en color blanco;https://media.telematel.com/assets/alfa-dyser-atomizador-2485-m-h-con-rosca-de-plastico-en-color-blanco-46072-1403000009-1431-md01_500.jpg
49688;Mascarilla higiénica reutilizable de máxima protección talla L para hombre en color azul, gris, kaki y negro (24u en expositor);https://media.telematel.com/assets/alfa-dyser-mascar-higienica-reutil-mxa-prot-ta-l-p-hombre-color-az-gr-kaki-ng24u-expos--49688-1403000010-ed3a-md01_500.jpg
34196;Cocina de g esmaltada 3 fuegos en color blanco;https://media.telematel.com/assets/alfa-dyser-cocina-de-g-esmaltada-3-fuegos-en-color-blanco-34196-1403000011-fba2-md01_500.jpg
33706;Bascula de baño digital con medición de grasa corporal 180Kg de cristal templado en color negro;https://media.telematel.com/assets/alfa-dyser-bascula-bno-dig-med-gs-corporal-180kg-crist-templ-color-ng-33706-1403000012-206b-md01_500.jpg
44151;Kit destornillador multipuntas 23x1 (En estuche);https://media.telematel.com/assets/alfa-dyser-kit-destornillador-multipuntas-23x1-en-estuche-44151-1403000013-a14d-md01_500.jpg
47165;Broca widia carburo 4-10mm para hormigón, ladrillo, gres, azulejos y yeso (5u);https://media.telematel.com/assets/alfa-dyser-broca-widia-carburo-4-10mm-para-hormigon-ladrillo-gres-azulejos-y-yeso-5u-47165-1403000014-3e4c-md01_500.jpg
22134;Cablecillo flexible libre de halógenos 1,5mm en color marrón para instalaciones fijas y locales de pública concurrencia;https://media.telematel.com/assets/alfa-dyser-cablecillo-flex-lh-1-5mm-color-mr-p-inst-fja-locales-publica-concurrencia-22134-1403000015-e80b-md01_500.jpg
28807;Cablecillo flexible libre de halógenos 6,0mm en color tierra para instalaciones fijas y locales de pública concurrencia;https://media.telematel.com/assets/alfa-dyser-cablecillo-flex-lh-6-0mm-color-tierra-p-inst-fja-locales-publica-concurrencia-28807-1403000016-5dde-md01_500.jpg
22991;Cable alargador eléctrico M-H 3x1,5 en color blanco 2m;https://media.telematel.com/assets/alfa-dyser-cable-alargador-electrico-m-h-3x1-5-en-color-blanco-2m-22991-1403000017-d5f5-md01_500.jpg
21095;Amplificador de antena 2 salidas con regulador de ABS en color blanco;https://media.telematel.com/assets/alfa-dyser-amplificador-de-antena-2-salidas-con-regulador-de-abs-en-color-blanco-21095-1403000018-8028-md01_500.jpg
27214;Brida de nylon 2,5x200mm en color transparente (100u);https://media.telematel.com/assets/alfa-dyser-brida-de-nylon-2-5x200mm-en-color-transparente-100u-27214-1403000019-4ec1-md01_500.jpg
24796;Portalámparas rosca 4A E27 en color negro (En blíster);https://media.telematel.com/assets/alfa-dyser-portalamparas-rosca-4a-e27-en-color-negro-en-blister-24796-1403000020-cd2f-md01_500.jpg
26957;Portalámparas porcelana M10 E27 en color blanco (En blíster);https://media.telematel.com/assets/alfa-dyser-portalamparas-porcelana-m10-e27-en-color-blanco-en-blister-26957-1403000021-3b19-md01_500.jpg
24588;Portalámparas rosca 4A E27 en color blanco (En blíster);https://media.telematel.com/assets/alfa-dyser-portalamparas-rosca-4a-e27-en-color-blanco-en-blister-24588-1403000022-9ee3-md01_500.jpg
27360;Portalámparas porcelana lateral E27 en color blanco (En blíster);https://media.telematel.com/assets/alfa-dyser-portalamparas-porcelana-lateral-e27-en-color-blanco-en-blister-27360-1403000023-1a93-md01_500.jpg
23859;Marco de empotrar vertical 3 elementos de ABS en color blanco (En blíster);https://media.telematel.com/assets/alfa-dyser-marco-de-empotrar-vertical-3-elementos-de-abs-en-color-blanco-en-blister-23859-1403000024-d95f-md01_500.jpg
46807;Cinta P.T.F.E 12x0,0,10mm 12m (En rollo);https://media.telematel.com/assets/alfa-dyser-cinta-p-t-f-e-12x0-0-10mm-12m-en-rollo-46807-1403000025-8d22-md01_500.jpg
25109;Marco de empotrar horizontal 3 elementos de ABS en color titanio (En blíster);https://media.telematel.com/assets/alfa-dyser-marco-de-empotrar-horizontal-3-elementos-de-abs-en-color-titanio-en-blister-25109-1403000026-47f0-md01_500.jpg
25111;Marco de empotrar vertical 3 elementos de ABS en color titanio (En blíster);https://media.telematel.com/assets/alfa-dyser-marco-de-empotrar-vertical-3-elementos-de-abs-en-color-titanio-en-blister-25111-1403000027-b452-md01_500.jpg
46498;Cinta P.T.F.E 19x0,10mm 50m (En rollo);https://media.telematel.com/assets/alfa-dyser-cinta-p-t-f-e-19x0-10mm-50m-en-rollo-46498-1403000028-b7c1-md01_500.jpg
48138;Cinta P.T.F.E hilo sellador 25m;https://media.telematel.com/assets/alfa-dyser-cinta-p-t-f-e-hilo-sellador-25m-48138-1403000029-55ec-md01_500.jpg
48822;Kit recogedor abatible Eurosax C-20 en color blanco con cinta de 5,5m en color blanco y gris;https://media.telematel.com/assets/alfa-dyser-kit-recogedor-atbl-eurosax-c-20-color-bl-cinta-5-5m-color-bl-gr-48822-1403000030-3caa-md01_500.jpg
48872;Kit recogedor abatible mini C-14 en color gris con cinta de 5,5m en color gris;https://media.telematel.com/assets/alfa-dyser-kit-recogedor-abatible-mini-c-14-en-color-gris-con-cinta-de-5-5m-en-color-gris-48872-1403000031-68ae-md01_500.jpg
19147;Imán neodimio redondo 18x5mm;https://media.telematel.com/assets/alfa-dyser-iman-neodimio-redondo-18x5mm-19147-1403000032-30bd-md01_500.jpg
19523;Hilo de polipropileno trenzado 1,9mm en color rojo 100m (En bobina);https://media.telematel.com/assets/alfa-dyser-hilo-de-polipropileno-trenzado-1-9mm-en-color-rojo-100m-en-bobina-19523-1403000033-0243-md01_500.jpg
22203;Cebador puente FS-22 4-22W para tubos LED;https://media.telematel.com/assets/alfa-dyser-cebador-puente-fs-22-4-22w-para-tubos-led-22203-1403000034-bc78-md01_500.jpg
48364;Torno empotrable con placa frontal 40Kg en color negro para persianas;https://media.telematel.com/assets/alfa-dyser-torno-empotrable-con-placa-frontal-40kg-en-color-negro-para-persianas-48364-1403000035-2935-md01_500.jpg
23292;Cebador puente giro de 330° para tubos LED;https://media.telematel.com/assets/alfa-dyser-cebador-puente-giro-de-330-para-tubos-led-23292-1403000036-0189-md01_500.jpg
47208;Lubricante de contactos SVITOL (200ml);https://media.telematel.com/assets/alfa-dyser-lubricante-de-contactos-svitol-200ml-47208-1403000037-10ba-md01_500.jpg
44892;Cierrapuertas reversible 1259 con retenedor en color blanco;https://media.telematel.com/assets/alfa-dyser-cierrapuertas-reversible-1259-con-retenedor-en-color-blanco-44892-1403000038-630a-md01_500.jpg
48246;Cilindro de seguridad R13,5 30x50mm de latón;https://media.telematel.com/assets/alfa-dyser-cilindro-de-seguridad-r13-5-30x50mm-de-laton-48246-1403000039-e82d-md01_500.jpg
44817;Cerradura curva 204 20x21x31mm con llaves iguales para buzón en color dorado;https://media.telematel.com/assets/alfa-dyser-cerradura-curva-204-20x21x31mm-con-llaves-iguales-para-buzon-en-color-dorado-44817-1403000040-7468-md01_500.jpg
44028;Cerradura curva 147 16x22x34mm para buzón en color cromado;https://media.telematel.com/assets/alfa-dyser-cerradura-curva-147-16x22x34mm-para-buzon-en-color-cromado-44028-1403000041-30b9-md01_500.jpg
47940;Candado de arco normal Handlock 25mm con 3 llaves latonado;https://media.telematel.com/assets/alfa-dyser-candado-de-arco-normal-handlock-25mm-con-3-llaves-latonado-47940-1403000042-9019-md01_500.jpg
45957;Candado intemperie 50mm de acero laminado en color rojo;https://media.telematel.com/assets/alfa-dyser-candado-intemperie-50mm-de-acero-laminado-en-color-rojo-45957-1403000043-ed43-md01_500.jpg
47965;Candado de arco normal Handlock 50mm con 3 llaves latonado;https://media.telematel.com/assets/alfa-dyser-candado-de-arco-normal-handlock-50mm-con-3-llaves-latonado-47965-1403000044-b1e5-md01_500.jpg
42586;Candado combinación de 3 números TSA 30mm en color níquel;https://media.telematel.com/assets/alfa-dyser-candado-combinacion-de-3-numeros-tsa-30mm-en-color-niquel-42586-1403000045-2123-md01_500.jpg
17177;Mosquetón bombero 5cm con tuerca;https://media.telematel.com/assets/alfa-dyser-mosqueton-bombero-5cm-con-tuerca-17177-1403000046-9667-md01_500.jpg
43290;Candado combinación de 4 números 30mm en color níquel;https://media.telematel.com/assets/alfa-dyser-candado-combinacion-de-4-numeros-30mm-en-color-niquel-43290-1403000047-3ce2-md01_500.jpg
18251;Mosquetón bombero 4cm de aluminio en colores;https://media.telematel.com/assets/alfa-dyser-mosqueton-bombero-4cm-de-aluminio-en-colores-18251-1403000048-1e95-md01_500.jpg
46321;Papel abrasivo grano 60 para referencia 46300 (4u en blíster);https://media.telematel.com/assets/alfa-dyser-papel-abrasivo-grano-60-para-referencia-46300-4u-en-blister-46321-1403000049-5648-md01_500.jpg
11454;Mosquetón bombero 12cm;https://media.telematel.com/assets/alfa-dyser-mosqueton-bombero-12cm-11454-1403000050-a49b-md01_500.jpg
48097;Cuerda de poliéster trenzada 6mm en color blanco y azul 100m;https://media.telematel.com/assets/alfa-dyser-cuerda-de-poliester-trenzada-6mm-en-color-blanco-y-azul-100m-48097-1403000051-2ce9-md01_500.jpg
19849;Gancho expositor góndola 250x25mm;https://media.telematel.com/assets/alfa-dyser-gancho-expositor-gondola-250x25mm-19849-1403000052-c9dd-md01_500.jpg
46211;Sierra circular 185mm.WORGRIP-PRO 1300W;https://media.telematel.com/assets/alfa-dyser-sierra-circular-185mm-worgrip-pro-1300w-46211-1403000053-be5d-md01_500.jpg
33359;Estación meteorológica de interior;https://media.telematel.com/assets/alfa-dyser-estacion-meteorologica-de-interior-33359-1403000054-048f-md01_500.jpg
44122;Punta de destornillador inviolable (33u);https://media.telematel.com/assets/alfa-dyser-punta-de-destornillador-inviolable-33u-44122-1403000055-57dd-md01_500.jpg
12638;Toldo reforzado multiuso 6x10m en color azul;https://media.telematel.com/assets/alfa-dyser-toldo-reforzado-multiuso-6x10m-en-color-azul-12638-1403000056-8132-md01_500.jpg
33016;Reloj analógico con alarma 82x82x38mm en color blanco;https://media.telematel.com/assets/alfa-dyser-reloj-analogico-con-alarma-82x82x38mm-en-color-blanco-33016-1403000057-2f6d-md01_500.jpg
34129;Mopa microfibra de recambio para mopa a vapor 34120;https://media.telematel.com/assets/alfa-dyser-mopa-microfibra-de-recambio-para-mopa-a-vapor-34120-34129-1403000058-a864-md01_500.jpg
33797;Cuchilla de recambio para picadora de carne 30140;https://media.telematel.com/assets/alfa-dyser-cuchilla-de-recambio-para-picadora-de-carne-30140-33797-1403000059-4783-md01_500.jpg
49747;Mascarilla higiénica reutilizable hasta 100 lavados de máxima protección para niñas;https://media.telematel.com/assets/alfa-dyser-mascarilla-higienica-reutil-hta-100-lavados-mxa-prot-p-ninas-49747-1403000060-15ea-md01_500.jpg
49316;Tuerca hexagonal zincada M8 (9u en blíster);https://media.telematel.com/assets/alfa-dyser-tuerca-hexagonal-zincada-m8-9u-en-blister-49316-1403000061-3eb0-md01_500.jpg
24812;Proyector plano LED 200W 20000lm 110-230V 6400K 330x390x50mm en color blanco;https://media.telematel.com/assets/alfa-dyser-proyector-plano-led-200w-20000lm-110-230v-6400k-330x390x50mm-en-color-blanco-24812-1403000062-4b15-md01_500.jpg
49702;"Manguera de tres capas ATS antitorsión diámetro 5/8"" (15mm) en color azul y transparente 25m";https://media.telematel.com/assets/alfa-dyser-manguera-tres-capas-ats-antitors-d-5-8-15mmcolor-az-tp-25m-49702-1403000063-3889-md01_500.jpg
49610;"Manguera de tres capas ATS antitorsión diámetro 5/8"" (15mm) en color azul y transparente 15m";https://media.telematel.com/assets/alfa-dyser-manguera-tres-capas-ats-antitors-d-5-8-15mmcolor-az-tp-15m-49610-1403000064-2557-md01_500.jpg
26105;Pila ENERHIT botón litio CR-2430 (5u);https://media.telematel.com/assets/alfa-dyser-pila-enerhit-boton-litio-cr-2430-5u-26105-1403000065-5f97-md01_500.jpg
47042;Pila botón de litio Duracell CR-2032 3V (5u en Blíster);https://media.telematel.com/assets/alfa-dyser-pila-boton-de-litio-duracell-cr-2032-3v-5u-en-blister-47042-1403000066-bd1b-md01_500.jpg
20439;Pila alcalina Energy LR14 (2u);https://media.telematel.com/assets/alfa-dyser-pila-alcalina-energy-lr14-2u-20439-1403000067-da32-md01_500.jpg
24556;Pila Duracell recargable HR06 2500mAh para dispositivos de uso cotidiano (4u en blíster);https://media.telematel.com/assets/alfa-dyser-pila-duracell-recarg-hr06-2500mah-p-dis-uso-cotidiano4u-blis--24556-1403000068-c3b4-md01_500.jpg
28329;Pantalla LED de alta potencia 120W 11000lm 230V luz fría 1500mm;https://media.telematel.com/assets/alfa-dyser-pantalla-led-de-alta-potencia-120w-11000lm-230v-luz-fria-1500mm-28329-1403000069-85ca-md01_500.jpg
23709;Pantalla estanca LED integrado 50W 5000lm 110-230V IP65 6400K 1500x125x100mm en color gris;https://media.telematel.com/assets/alfa-dyser-ptetca-led-itgdo-50w-5000lm-110-230v-ip65-6400k-1500x125x100mm-color-gr-23709-1403000070-d5c5-md01_500.jpg
22899;Pantalla estanca LED integrado 20W 1800lm 110-230V IP65 6400K 650x125x100mm en color gris;https://media.telematel.com/assets/alfa-dyser-pantalla-estanca-led-itgdo-20w-1800lm-110-230v-ip65-6400k-650x125x100mm-color-gr-22899-1403000071-173e-md01_500.jpg
23735;Pantalla directa estanca de 1 tubo LED 9W 110-230W IP65 60cm;https://media.telematel.com/assets/alfa-dyser-pantalla-directa-estanca-de-1-tubo-led-9w-110-230w-ip65-60cm-23735-1403000072-4343-md01_500.jpg
20645;Cebador S-10 4-65W para tubos fluorescentes;https://media.telematel.com/assets/alfa-dyser-cebador-s-10-4-65w-para-tubos-fluorescentes-20645-1403000073-b80e-md01_500.jpg
20644;Cebador S-2 4-22W para tubos fluorescentes;https://media.telematel.com/assets/alfa-dyser-cebador-s-2-4-22w-para-tubos-fluorescentes-20644-1403000074-fe2f-md01_500.jpg
22211;Cebador FS-11 4-80W para tubos fluorescentes;https://media.telematel.com/assets/alfa-dyser-cebador-fs-11-4-80w-para-tubos-fluorescentes-22211-1403000075-e402-md01_500.jpg
24798;Downlight LED cuadrado 8W 800lm 110-230V 6400K IP65 en color blanco para interiores y exteriores;https://media.telematel.com/assets/alfa-dyser-downlight-led-cuad-8w-800lm-110-230v-6400k-ip65-color-bl-p-i-ext--24798-1403000076-6525-md01_500.jpg
27298;Downlight cuadrado de superficie LED 6W 600lm 110-230V 6400K 120x120mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-supf-led-6w-600lm-110-230v-6400k-120x120mm-color-bl-27298-1403000077-da3d-md01_500.jpg
23645;Downlight cuadrado plano LED 15W 1500lm 110-230V 6400K 195mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-15w-1500lm-110-230v-6400k-195mm-en-color-blanco-23645-1403000078-9713-md01_500.jpg
22853;Downlight cuadrado de superficie LED 18W 1700lm 110-230V 4000K 230x230mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-supf-led-18w-1700lm-110-230v-4000k-230x230mm-color-bl-22853-1403000079-df33-md01_500.jpg
24773;Downlight cuadrado ajustable LED 15W 1400lm 110-230V 4000K 175mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-ajustable-led-15w-1400lm-110-230v-4000k-175mm-en-color-blanco-24773-1403000080-cf58-md01_500.jpg
25128;Aplique redondo LED 12W 1150lm 110-230V 2700K IP65 diámetro 160mm en color negro para exteriores;https://media.telematel.com/assets/alfa-dyser-aplique-red-led-12w-1150lm-110-230v-2700k-ip65-d-160mm-color-ng-p-ext--25128-1403000081-3f8b-md01_500.jpg
24738;Aplique LED solar 8W 800lm IP65 270x221x109mm con sensor de movimiento y crepuscular en color blanco para exteriores;https://media.telematel.com/assets/alfa-dyser-aplique-led-sol-8w-800lm-ip65-270x221x109mm-sor-mvto-crepusc-color-bl-p-ext--24738-1403000082-530d-md01_500.jpg
24816;Aplique trapecio LED LUXE 6W 400lm 110-230V 4200K IP54 14x8x6,5cm en color gris para exterior;https://media.telematel.com/assets/alfa-dyser-apl-trapecio-led-luxe-6w-400lm-110-230v-4200k-ip54-14x8x6-5cm-color-gr-p-ext--24816-1403000083-c90b-md01_500.jpg
25927;Aplique LED solar guía 1W 15lm 2700K IP65 86x120mm con sensor de movimiento y crepuscular en color negro para exteriores (2u);https://media.telematel.com/assets/alfa-dyser-apl-led-sol-guia-1w-15lm-2700k-ip65-86x120mm-sor-mvto-crepusc-color-ng-ext-2u-25927-1403000084-508e-md01_500.jpg
26882;Aplique LED solar 4W 400lm IP65 APLIQUE con sensor de movimiento y crepuscular en color blanco;https://media.telematel.com/assets/alfa-dyser-aplique-led-sol-4w-400lm-ip65-apl-sor-mvto-crepusc-color-bl-26882-1403000085-c233-md01_500.jpg
27382;Aplique LED solar 8W 700lm IP65 270x125x75mm con sensor de movimiento y crepuscular en color blanco para exteriores;https://media.telematel.com/assets/alfa-dyser-aplique-led-sol-8w-700lm-ip65-270x125x75mm-sor-mvto-crepusc-color-bl-p-ext--27382-1403000086-959a-md01_500.jpg
23557;Lámpara LED vela de filamento flama clara E27 2W 200lm 110-230V 2700K 114x37mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-vela-de-filamento-flama-clara-e27-2w-200lm-110-230v-2700k-114x37mm-23557-1403000087-8b20-md01_500.jpg
23406;Lámpara LED vela E14 7W 680lm 110-230V 4200K 102x37mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-vela-e14-7w-680lm-110-230v-4200k-102x37mm-23406-1403000088-aa6e-md01_500.jpg
24225;Lámpara LED dicroica 120° GU10 5W 450lm 110-230V 2700K 60x50mm (3u en blíster);https://media.telematel.com/assets/alfa-dyser-lampara-led-dicroica-120-gu10-5w-450lm-110-230v-2700k-60x50mm-3u-en-blister-24225-1403000089-570e-md01_500.jpg
28273;Guirnalda enlazable E27 60W 110-230V IP44 30 portalámparas 20m;https://media.telematel.com/assets/alfa-dyser-guirnalda-enlazable-e27-60w-110-230v-ip44-30-portalamparas-20m-28273-1403000090-14ca-md01_500.jpg
20253;Lámpara halógena ECO lineal R7s 160W 3085lm 230V 2700K 118mm;https://media.telematel.com/assets/alfa-dyser-lampara-halogena-eco-lineal-r7s-160w-3085lm-230v-2700k-118mm-20253-1403000091-12a1-md01_500.jpg
20309;Lámpara halógena ECO G9 HI-PIN 42W 630lm 230V 2700K;https://media.telematel.com/assets/alfa-dyser-lampara-halogena-eco-g9-hi-pin-42w-630lm-230v-2700k-20309-1403000092-0b8b-md01_500.jpg
26059;Guirnalda enlazable E27 60W 110-230V IP44 15 portalámparas 10m;https://media.telematel.com/assets/alfa-dyser-guirnalda-enlazable-e27-60w-110-230v-ip44-15-portalamparas-10m-26059-1403000093-c0c6-md01_500.jpg
20381;Lámpara PLC de bajo consumo 2PINS G24d3 26W 110-230V 2700K 125x166mm;https://media.telematel.com/assets/alfa-dyser-lampara-plc-de-bajo-consumo-2pins-g24d3-26w-110-230v-2700k-125x166mm-20381-1403000095-484b-md01_500.jpg
21154;Lámpara micro espiral de bajo consumo E27 13W 110-230V 6400K 100x34mm;https://media.telematel.com/assets/alfa-dyser-lampara-micro-espiral-de-bajo-consumo-e27-13w-110-230v-6400k-100x34mm-21154-1403000096-6936-md01_500.jpg
21129;Lámpara micro espiral de bajo consumo E14 13W 110-230V 6400K 100x30mm;https://media.telematel.com/assets/alfa-dyser-lampara-micro-espiral-de-bajo-consumo-e14-13w-110-230v-6400k-100x30mm-21129-1403000097-e5e9-md01_500.jpg
26279;Lámpara LED vela E14 5W 480lm 110-230V 4000K 102x37 (3u en caja);https://media.telematel.com/assets/alfa-dyser-lampara-led-vela-e14-5w-480lm-110-230v-4000k-102x37-3u-en-caja-26279-1403000098-116d-md01_500.jpg
25820;Lámpara LED vela E14 5W 450lm 110-230V 2700K 102x37 (3u en caja);https://media.telematel.com/assets/alfa-dyser-lampara-led-vela-e14-5w-450lm-110-230v-2700k-102x37-3u-en-caja-25820-1403000099-453e-md01_500.jpg
22648;Lámpara LED tubular silicona E14 3W 250lm 110-230V 2700K 15x52mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-tubular-silicona-e14-3w-250lm-110-230v-2700k-15x52mm-22648-1403000100-8720-md01_500.jpg
24182;Lámpara LED lineal regulable 360° 12W 1200lm 110-230V 6400K 22x118mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-lineal-regulable-360-12w-1200lm-110-230v-6400k-22x118mm-24182-1403000101-7d65-md01_500.jpg
28275;Lámpara LED industrial SAMSUNG E27 30W 3000lm 176-264V 6400K 100x150mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-industrial-samsung-e27-30w-3000lm-176-264v-6400k-100x150mm-28275-1403000102-5956-md01_500.jpg
21903;Lámpara LED tubular E27 10W 950lm 110-230V 2700K 35x120mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-tubular-e27-10w-950lm-110-230v-2700k-35x120mm-21903-1403000103-17f6-md01_500.jpg
23474;Lámpara LED reflectora R-90 E27 13W 1280lm 110-230V 4000K 90x120mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-reflectora-r-90-e27-13w-1280lm-110-230v-4000k-90x120mm-23474-1403000104-ced2-md01_500.jpg
29043;Lámpara LED G9 plana 5W 480lm 110-230V 4000K 16x60mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-g9-plana-5w-480lm-110-230v-4000k-16x60mm-29043-1403000105-a84d-md01_500.jpg
29995;Lámpara LED GX53 8W 750lm 110-230V 2700K 74x28mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-gx53-8w-750lm-110-230v-2700k-74x28mm-29995-1403000107-fba7-md01_500.jpg
23294;Lámpara LED estándar E27 24W 2400lm 110-230V 4000K 128x60mm de aluminio fundido;https://media.telematel.com/assets/alfa-dyser-lampara-led-estandar-e27-24w-2400lm-110-230v-4000k-128x60mm-de-aluminio-fundido-23294-1403000108-1a21-md01_500.jpg
23296;Lámpara LED G9 plana 3W 280lm 110-230V 4000K 16x47mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-g9-plana-3w-280lm-110-230v-4000k-16x47mm-23296-1403000109-f09c-md01_500.jpg
24797;Lámpara LED estándar E27 20W 1980lm 110-230V 4000K 112x60mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-estandar-e27-20w-1980lm-110-230v-4000k-112x60mm-24797-1403000110-cd6c-md01_500.jpg
23969;Lámpara LED estándar E27 15W 1450lm 110-230V 2700K 112x60mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-estandar-e27-15w-1450lm-110-230v-2700k-112x60mm-23969-1403000111-183f-md01_500.jpg
20217;Lámpara halógena ECO lineal R7s 400W 8800lm 200V 2700K 118mm;https://media.telematel.com/assets/alfa-dyser-lampara-halogena-eco-lineal-r7s-400w-8800lm-200v-2700k-118mm-20217-1403000112-2be6-md01_500.jpg
24481;Lámpara LED estándar E27 10W 980lm 110-230V 4000K 128x60mm de aluminio fundido;https://media.telematel.com/assets/alfa-dyser-lampara-led-estandar-e27-10w-980lm-110-230v-4000k-128x60mm-de-aluminio-fundido-24481-1403000113-cb38-md01_500.jpg
22664;Lámpara LED estándar E27 10W 980lm 110-230V 4000K 112x60mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-estandar-e27-10w-980lm-110-230v-4000k-112x60mm-22664-1403000114-1450-md01_500.jpg
25181;Lámpara LED estándar E27 10W 980lm 110-230V 4200K 109x60mm con sensor de movimiento y crepuscular 20%;https://media.telematel.com/assets/alfa-dyser-lampara-led-std-e27-10w-980lm-110-230v-4200k-109x60mm-sor-mvto-crepusc-20-25181-1403000115-cafa-md01_500.jpg
23786;Lámpara LED estándar E27 10W 950lm 110-230V 2700K 109x60mm con sensor de movimiento y crepuscular;https://media.telematel.com/assets/alfa-dyser-lampara-led-std-e27-10w-950lm-110-230v-2700k-109x60mm-sor-mvto-crepusc--23786-1403000116-05fd-md01_500.jpg
23788;Lámpara LED estándar E27 10W 980lm 110-230V 4000K 109x60mm con sensor de movimiento y crepuscular;https://media.telematel.com/assets/alfa-dyser-lampara-led-std-e27-10w-980lm-110-230v-4000k-109x60mm-sor-mvto-crepusc--23788-1403000117-d7e9-md01_500.jpg
24514;Lámpara LED estándar E27 10W 980lm 110-230V 4200K 109x60mm con sensor de movimiento;https://media.telematel.com/assets/alfa-dyser-lampara-led-std-e27-10w-980lm-110-230v-4200k-109x60mm-sor-mvto--24514-1403000118-6f24-md01_500.jpg
24886;Lámpara LED estándar E27 10W 950lm 110-230V 2700K 109x60mm con sensor de movimiento y crepuscular 20%;https://media.telematel.com/assets/alfa-dyser-lampara-led-std-e27-10w-950lm-110-230v-2700k-109x60mm-sor-mvto-crepusc-20-24886-1403000119-c2d8-md01_500.jpg
24858;Lámpara LED estándar E27 10W 950lm 110-230V 2700K 109x60mm con sensor de movimiento;https://media.telematel.com/assets/alfa-dyser-lampara-led-std-e27-10w-950lm-110-230v-2700k-109x60mm-sor-mvto--24858-1403000120-1cc6-md01_500.jpg
24165;Lámpara LED estándar E27 10W 1000lm 110-230V 6400K 109x60mm con sensor de movimiento;https://media.telematel.com/assets/alfa-dyser-lampara-led-std-e27-10w-1000lm-110-230v-6400k-109x60mm-sor-mvto--24165-1403000121-3ba4-md01_500.jpg
23955;Lámpara LED esférica regulable E27 7W 680lm 110-230V 4000K 80x45mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-esferica-regulable-e27-7w-680lm-110-230v-4000k-80x45mm-23955-1403000122-5606-md01_500.jpg
21884;Lámpara LED dicroica 120° GU10 8W 750lm 110-230V 2700K 90x50mm de aluminio fundido;https://media.telematel.com/assets/alfa-dyser-lampara-led-dicr-120-gu10-8w-750lm-110-230v-2700k-90x50mm-al-fund--21884-1403000123-9b6c-md01_500.jpg
24527;Lámpara LED 360° G9 8W 780lm 110-230V 4000K 14x63mm;https://media.telematel.com/assets/alfa-dyser-lampara-led-360-g9-8w-780lm-110-230v-4000k-14x63mm-24527-1403000124-f675-md01_500.jpg
