Referencia;Descripcion;Contenido
23219;Downlight redondo plano LED 12W 1100lm 110-230V 4000K 170mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-plano-led-12w-1100lm-110-230v-4000k-170mm-en-color-plata-23219-1403004444-bec1-md01_500.jpg
24520;Downlight redondo LED 18W 1800lm 110-230V tricolor 225mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-led-18w-1800lm-110-230v-tricolor-225mm-en-color-blanco-24520-1403004445-065d-md01_500.jpg
23213;Downlight redondo plano LED 12W 1100lm 110-230V 4000K 170mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-plano-led-12w-1100lm-110-230v-4000k-170mm-en-color-blanco-23213-1403004446-c6f3-md01_500.jpg
24991;Downlight redondo LED 18W 1800lm 110-230V tricolor 225mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-led-18w-1800lm-110-230v-tricolor-225mm-en-color-plata-24991-1403004447-8284-md01_500.jpg
23212;Downlight redondo plano LED 12W 1000lm 110-230V 2700K 170mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-plano-led-12w-1000lm-110-230v-2700k-170mm-en-color-blanco-23212-1403004448-d21e-md01_500.jpg
24700;Downlight redondo fijo GU10 diámetro 9mm en color negro para interiores;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-fijo-gu10-diametro-9mm-en-color-negro-para-interiores-24700-1403004449-0fc4-md01_500.jpg
29244;Downlight redondo de superficie LED 6W 580lm 110-230V 4000K diámetro 120mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-6w-580lm-110-230v-4000k-d-120mm-color-pt-29244-1403004450-1874-md01_500.jpg
28809;Downlight redondo de superficie LED 6W 600lm 110-230V 6400K diámetro 120mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-6w-600lm-110-230v-6400k-d-120mm-color-pt-28809-1403004451-f9ef-md01_500.jpg
24778;Downlight redondo de superficie LED 6W 600lm 110-230V 6400K diámetro 120mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-6w-600lm-110-230v-6400k-d-120mm-color-bl-24778-1403004452-9398-md01_500.jpg
24619;Downlight redondo fijo GU10 diámetro 9mm en color blanco para interiores;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-fijo-gu10-diametro-9mm-en-color-blanco-para-interiores-24619-1403004453-2c24-md01_500.jpg
28531;Downlight redondo de superficie LED 6W 550lm 110-230V 2700K diámetro 120mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-6w-550lm-110-230v-2700k-d-120mm-color-pt-28531-1403004454-b220-md01_500.jpg
24250;Downlight redondo de superficie LED 6W 550lm 110-230V 2700K diámetro 120mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-6w-550lm-110-230v-2700k-d-120mm-color-bl-24250-1403004455-46f7-md01_500.jpg
25328;Downlight redondo de superficie LED 6W 580lm 110-230V 4000K diámetro 120mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-6w-580lm-110-230v-4000k-d-120mm-color-bl-25328-1403004456-640f-md01_500.jpg
23664;Downlight redondo de superficie LED 24W 2300lm 110-230V 4000K diámetro 300mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-24w-2300lm-110-230v-4000k-d-300mm-color-bl-23664-1403004457-fb05-md01_500.jpg
23669;Downlight redondo de superficie LED 24W 2400lm 110-230V 6400K diámetro 300mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-24w-2400lm-110-230v-6400k-d-300mm-color-pt-23669-1403004458-3c1c-md01_500.jpg
23671;Downlight redondo de superficie LED 24W 2200lm 110-230V 2700K diámetro 300mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-24w-2200lm-110-230v-2700k-d-300mm-color-pt-23671-1403004459-6b30-md01_500.jpg
23663;Downlight redondo de superficie LED 24W 2400lm 110-230V 6400K diámetro 300mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-24w-2400lm-110-230v-6400k-d-300mm-color-bl-23663-1403004460-ae67-md01_500.jpg
23665;Downlight redondo de superficie LED 24W 2200lm 110-230V 2700K diámetro 300mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-24w-2200lm-110-230v-2700k-d-300mm-color-bl-23665-1403004461-cf97-md01_500.jpg
24845;Downlight redondo de superficie LED 18W 1800lm 110-230V 6400K diámetro 230mm en color blanco con sensor automático de movimiento;https://media.telematel.com/assets/alfa-dyser-downred-supf-led-18w-1800lm-110-230v-6400k-d-230mm-color-bl-sor-aut-mvto--24845-1403004462-d06f-md01_500.jpg
24993;Downlight redondo de superficie LED 18W 1800lm 110-230V 6400K diámetro 230mm en color plata con sensor automático de movimiento;https://media.telematel.com/assets/alfa-dyser-downred-supf-led-18w-1800lm-110-230v-6400k-d-230mm-color-pt-sor-aut-mvto--24993-1403004463-6ded-md01_500.jpg
23670;Downlight redondo de superficie LED 24W 2300lm 110-230V 4000K diámetro 300mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-24w-2300lm-110-230v-4000k-d-300mm-color-pt-23670-1403004464-28cc-md01_500.jpg
25132;Downlight redondo de superficie LED 18W 1700lm 110-230V 4000K diámetro 230mm en color plata con sensor automático de movimiento;https://media.telematel.com/assets/alfa-dyser-downred-supf-led-18w-1700lm-110-230v-4000k-d-230mm-color-pt-sor-aut-mvto--25132-1403004465-71da-md01_500.jpg
21852;Downlight redondo de superficie LED 18W 1800lm 110-230V 6400K diámetro 230mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-18w-1800lm-110-230v-6400k-d-230mm-color-bl-21852-1403004466-7a95-md01_500.jpg
24859;Downlight redondo de superficie LED 18W 1700lm 110-230V 4000K diámetro 230mm en color blanco con sensor automático de movimiento;https://media.telematel.com/assets/alfa-dyser-downred-supf-led-18w-1700lm-110-230v-4000k-d-230mm-color-bl-sor-aut-mvto--24859-1403004467-2fdd-md01_500.jpg
21853;Downlight redondo de superficie LED 18W 1800lm 110-230V 6400K diámetro 230mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-18w-1800lm-110-230v-6400k-d-230mm-color-pt-21853-1403004468-3407-md01_500.jpg
22849;Downlight redondo de superficie LED 18W 1700lm 110-230V 4000K diámetro 230mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-18w-1700lm-110-230v-4000k-d-230mm-color-bl-22849-1403004469-ae00-md01_500.jpg
22851;Downlight redondo de superficie LED 18W 1700lm 110-230V 4000K diámetro 230mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-18w-1700lm-110-230v-4000k-d-230mm-color-pt-22851-1403004470-a7b7-md01_500.jpg
22850;Downlight redondo de superficie LED 18W 1600lm 110-230V 2700K diámetro 230mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-18w-1600lm-110-230v-2700k-d-230mm-color-pt-22850-1403004471-96c7-md01_500.jpg
27497;Downlight redondo de superficie LED 12W 1200lm 110-230V 6400K diámetro 170mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-12w-1200lm-110-230v-6400k-d-170mm-color-pt-27497-1403004472-ae30-md01_500.jpg
28350;Downlight redondo de superficie LED 12W 1100lm 110-230V 4000K diámetro 170mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-12w-1100lm-110-230v-4000k-d-170mm-color-pt-28350-1403004473-85c3-md01_500.jpg
22848;Downlight redondo de superficie LED 18W 1600lm 110-230V 2700K diámetro 230mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-18w-1600lm-110-230v-2700k-d-230mm-color-bl-22848-1403004474-fa53-md01_500.jpg
29736;Downlight redondo de superficie LED 12W 1200lm 110-230V 6400K diámetro 170mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-12w-1200lm-110-230v-6400k-d-170mm-color-bl-29736-1403004475-cddf-md01_500.jpg
29976;Downlight redondo de superficie LED 12W 1100lm 110-230V 4000K diámetro 170mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-12w-1100lm-110-230v-4000k-d-170mm-color-bl-29976-1403004476-6c7b-md01_500.jpg
26572;Downlight redondo de superficie LED 12W 1000lm 110-230V 2700K diámetro 170mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-12w-1000lm-110-230v-2700k-d-170mm-color-pt-26572-1403004477-e2ca-md01_500.jpg
29042;Downlight redondo de superficie LED 12W 1000lm 110-230V 2700K diámetro 170mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-supf-led-12w-1000lm-110-230v-2700k-d-170mm-color-bl-29042-1403004478-09ea-md01_500.jpg
24194;Downlight redondo cristal LED 24W 2400lm 110-230V 6400K 225mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-cristal-led-24w-2400lm-110-230v-6400k-225mm-en-color-blanco-24194-1403004479-494f-md01_500.jpg
24948;Downlight redondo basculante GU10 diámetro 90mm en color negro para interiores;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-basculante-gu10-diametro-90mm-en-color-negro-para-interiores-24948-1403004480-7d76-md01_500.jpg
24495;Downlight redondo ajustable LED 6W 550lm 110-230V 4000K 100mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-ajustable-led-6w-550lm-110-230v-4000k-100mm-en-color-blanco-24495-1403004481-8f61-md01_500.jpg
24178;Downlight redondo ajustable LED 6W 600lm 110-230V 6400K 100mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-ajustable-led-6w-600lm-110-230v-6400k-100mm-en-color-blanco-24178-1403004483-d54c-md01_500.jpg
24765;Downlight redondo basculante GU10 diámetro 90mm en color blanco para interiores;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-basculante-gu10-diametro-90mm-en-color-blanco-para-interiores-24765-1403004484-28dc-md01_500.jpg
24807;Downlight redondo ajustable LED 30W 3000lm 110-230V 6400K 290mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-ajustable-led-30w-3000lm-110-230v-6400k-290mm-en-color-blanco-24807-1403004485-a46f-md01_500.jpg
24884;Downlight redondo ajustable LED 30W 2900lm 110-230V 4000K 290mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-ajustable-led-30w-2900lm-110-230v-4000k-290mm-en-color-blanco-24884-1403004486-a6a9-md01_500.jpg
24803;Downlight redondo ajustable LED 6W 550lm 110-230V 4000K 100mm en color gris;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-ajustable-led-6w-550lm-110-230v-4000k-100mm-en-color-gris-24803-1403004487-2437-md01_500.jpg
24163;Downlight redondo ajustable LED 6W 500lm 110-230V 2700K 100mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-ajustable-led-6w-500lm-110-230v-2700k-100mm-en-color-blanco-24163-1403004488-9d00-md01_500.jpg
24602;Downlight redondo ajustable LED 30W 2800lm 110-230V 2700K 290mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-ajustable-led-30w-2800lm-110-230v-2700k-290mm-en-color-blanco-24602-1403004489-c4c0-md01_500.jpg
25348;Downlight redondo ajustable LED 20W 2000lm 110-230V 6400K 230mm en color gris;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-ajustable-led-20w-2000lm-110-230v-6400k-230mm-en-color-gris-25348-1403004490-abda-md01_500.jpg
25130;Downlight redondo ajustable LED 20W 2000lm 110-230V 6400K 230mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-ajustable-led-20w-2000lm-110-230v-6400k-230mm-en-color-blanco-25130-1403004491-b1d8-md01_500.jpg
24881;Downlight redondo ajustable LED 15W 1500lm 110-230V 6400K 175mm en color gris;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-ajustable-led-15w-1500lm-110-230v-6400k-175mm-en-color-gris-24881-1403004492-6768-md01_500.jpg
25686;Downlight redondo ajustable LED 20W 1900lm 110-230V 4000K 230mm en color gris;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-ajustable-led-20w-1900lm-110-230v-4000k-230mm-en-color-gris-25686-1403004493-7d41-md01_500.jpg
25657;Downlight redondo ajustable LED 20W 1900lm 110-230V 4000K 230mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-ajustable-led-20w-1900lm-110-230v-4000k-230mm-en-color-blanco-25657-1403004494-1e93-md01_500.jpg
25172;Downlight redondo ajustable LED 15W 1400lm 110-230V 4000K 175mm en color gris;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-ajustable-led-15w-1400lm-110-230v-4000k-175mm-en-color-gris-25172-1403004495-46bd-md01_500.jpg
24995;Downlight redondo ajustable LED 20W 1800lm 110-230V 2700K 230mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-ajustable-led-20w-1800lm-110-230v-2700k-230mm-en-color-blanco-24995-1403004496-205d-md01_500.jpg
24847;Downlight redondo ajustable LED 15W 1500lm 110-230V 6400K 175mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-ajustable-led-15w-1500lm-110-230v-6400k-175mm-en-color-blanco-24847-1403004497-ce7c-md01_500.jpg
25450;Downlight rectangular basculante triple GU10 93x253mm en color blanco para interiores;https://media.telematel.com/assets/alfa-dyser-downlight-rectangular-basc-trp-gu10-93x253mm-color-bl-p-i--25450-1403004498-0852-md01_500.jpg
24512;Downlight redondo ajustable LED 15W 1300lm 110-230V 2700K 175mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-ajustable-led-15w-1300lm-110-230v-2700k-175mm-en-color-blanco-24512-1403004499-4bde-md01_500.jpg
24856;Downlight redondo ajustable LED 15W 1400lm 110-230V 4000K 175mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-redondo-ajustable-led-15w-1400lm-110-230v-4000k-175mm-en-color-blanco-24856-1403004500-8299-md01_500.jpg
25415;Downlight rectangular basculante doble GU10 93x173mm en color negro para interiores;https://media.telematel.com/assets/alfa-dyser-downlight-rectangular-basc-dbl-gu10-93x173mm-color-ng-p-i--25415-1403004501-e360-md01_500.jpg
24877;Downlight LED redondo 8W 800lm 110-230V 6400K IP65 en color níquel para interiores y exteriores;https://media.telematel.com/assets/alfa-dyser-downlight-led-red-8w-800lm-110-230v-6400k-ip65-color-nq-p-i-ext--24877-1403004502-8e9b-md01_500.jpg
25611;Downlight rectangular basculante triple GU10 93x253mm en color negro para interiores;https://media.telematel.com/assets/alfa-dyser-downlight-rectangular-basc-trp-gu10-93x253mm-color-ng-p-i--25611-1403004503-0527-md01_500.jpg
20976;Downlight LED redondo basculante COB 5W 450lm 110-230V 2700K en color plata para interiores;https://media.telematel.com/assets/alfa-dyser-downlight-led-red-basc-cob-5w-450lm-110-230v-2700k-color-pt-p-i--20976-1403004504-91fa-md01_500.jpg
25321;Downlight rectangular basculante doble GU10 93x173mm en color blanco para interiores;https://media.telematel.com/assets/alfa-dyser-downlight-rectangular-basc-dbl-gu10-93x173mm-color-bl-p-i--25321-1403004505-d26e-md01_500.jpg
25101;Downlight LED redondo 5W 500lm 110-230V 6400K IP65 en color cromo para interiores y exteriores;https://media.telematel.com/assets/alfa-dyser-downlight-led-red-5w-500lm-110-230v-6400k-ip65-color-cr-p-i-ext--25101-1403004506-3d69-md01_500.jpg
24593;Downlight LED redondo 8W 800lm 110-230V 6400K IP65 en color blanco para interiores y exteriores;https://media.telematel.com/assets/alfa-dyser-downlight-led-red-8w-800lm-110-230v-6400k-ip65-color-bl-p-i-ext--24593-1403004507-52da-md01_500.jpg
24029;Downlight LED redondo 5W 500lm 110-230V 6400K IP65 en color níquel para interiores y exteriores;https://media.telematel.com/assets/alfa-dyser-downlight-led-red-5w-500lm-110-230v-6400k-ip65-color-nq-p-i-ext--24029-1403004508-2e05-md01_500.jpg
21752;Downlight LED cuadrado basculante COB 8W 800lm 110-230V 6400K en color blanco para interiores;https://media.telematel.com/assets/alfa-dyser-downlight-led-cuad-basc-cob-8w-800lm-110-230v-6400k-color-bl-p-i--21752-1403004509-4e76-md01_500.jpg
20978;Downlight LED cuadrado basculante COB 5W 500lm 110-230V 6400K en color blanco para interiores;https://media.telematel.com/assets/alfa-dyser-downlight-led-cuad-basc-cob-5w-500lm-110-230v-6400k-color-bl-p-i--20978-1403004510-4d64-md01_500.jpg
24247;Downlight LED redondo 8W 800lm 110-230V 6400K 95x47mm de 3 intensidades en color blanco para interiores;https://media.telematel.com/assets/alfa-dyser-downlight-led-red-8w-800lm-110-230v-6400k-95x47mm-3-intensidades-color-bl-p-i--24247-1403004511-40bb-md01_500.jpg
24213;Downlight LED cuadrado 8W 800lm 110-230V 6400K 95x47mm de 3 intensidades en color blanco para interiores;https://media.telematel.com/assets/alfa-dyser-downlight-led-cuad-8w-800lm-110-230v-6400k-95x47mm-3-intensidades-color-bl-p-i--24213-1403004512-0353-md01_500.jpg
23849;Downlight LED redondo 5W 500lm 110-230V 6400K IP65 en color blanco para interiores y exteriores;https://media.telematel.com/assets/alfa-dyser-downlight-led-red-5w-500lm-110-230v-6400k-ip65-color-bl-p-i-ext--23849-1403004513-525f-md01_500.jpg
20980;Downlight LED cuadrado basculante COB 5W 450lm 110-230V 2700K en color plata para interiores;https://media.telematel.com/assets/alfa-dyser-downlight-led-cuad-basc-cob-5w-450lm-110-230v-2700k-color-pt-p-i--20980-1403004514-596b-md01_500.jpg
25167;Downlight LED cuadrado 8W 800lm 110-230V 6400K IP65 en color níquel para interiores y exteriores;https://media.telematel.com/assets/alfa-dyser-downlight-led-cuad-8w-800lm-110-230v-6400k-ip65-color-nq-p-i-ext--25167-1403004515-15be-md01_500.jpg
26003;Downlight LED cuadrado 5W 500lm 110-230V 6400K IP65 en color blanco para interiores y exteriores;https://media.telematel.com/assets/alfa-dyser-downlight-led-cuad-5w-500lm-110-230v-6400k-ip65-color-bl-p-i-ext--26003-1403004516-7e6b-md01_500.jpg
20981;Downlight LED cuadrado basculante COB 5W 500lm 110-230V 6400K en color plata para interiores;https://media.telematel.com/assets/alfa-dyser-downlight-led-cuad-basc-cob-5w-500lm-110-230v-6400k-color-pt-p-i--20981-1403004517-8ec6-md01_500.jpg
29036;Downlight LED 40W 3800lm 110-230V 2700K en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-led-40w-3800lm-110-230v-2700k-en-color-blanco-29036-1403004518-7356-md01_500.jpg
28087;Downlight LED cuadrado 5W 500lm 110-230V 6400K IP65 en color blanco para interiores y exteriores;https://media.telematel.com/assets/alfa-dyser-downlight-led-cuad-5w-500lm-110-230v-6400k-ip65-color-bl-p-i-ext--28087-1403004519-5d91-md01_500.jpg
27274;Downlight LED cuadrado 5W 500lm 110-230V 6400K IP65 en color níquel para interiores y exteriores;https://media.telematel.com/assets/alfa-dyser-downlight-led-cuad-5w-500lm-110-230v-6400k-ip65-color-nq-p-i-ext--27274-1403004520-269c-md01_500.jpg
24480;Downlight cuadrado plano LED 9W 900lm 110-230V 6400K 150mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-9w-900lm-110-230v-6400k-150mm-en-color-blanco-24480-1403004521-06dd-md01_500.jpg
24989;Downlight cuadrado plano LED 9W 880lm 110-230V 4000K 150mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-9w-880lm-110-230v-4000k-150mm-en-color-plata-24989-1403004522-3998-md01_500.jpg
24488;Downlight cuadrado plano LED cristal 24W 2400lm 110-230V 6400K 225x225mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-pno-led-crist-24w-2400lm-110-230v-6400k-225x225mm-color-bl-24488-1403004523-2558-md01_500.jpg
24207;Downlight cuadrado plano LED 9W 850lm 110-230V 2700K 150mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-9w-850lm-110-230v-2700k-150mm-en-color-blanco-24207-1403004524-9549-md01_500.jpg
24865;Downlight cuadrado plano LED 9W 900lm 110-230V 6400K 150mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-9w-900lm-110-230v-6400k-150mm-en-color-plata-24865-1403004525-2c82-md01_500.jpg
24524;Downlight cuadrado plano LED 9W 880lm 110-230V 4000K 150mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-9w-880lm-110-230v-4000k-150mm-en-color-blanco-24524-1403004526-bf7e-md01_500.jpg
23636;Downlight cuadrado plano LED 6W 600lm 110-230V 6400K 120mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-6w-600lm-110-230v-6400k-120mm-en-color-plata-23636-1403004527-e64a-md01_500.jpg
23633;Downlight cuadrado plano LED 6W 600lm 110-230V 6400K 120mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-6w-600lm-110-230v-6400k-120mm-en-color-blanco-23633-1403004528-c359-md01_500.jpg
24839;Downlight cuadrado plano LED 9W 850lm 110-230V 2700K 150mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-9w-850lm-110-230v-2700k-150mm-en-color-plata-24839-1403004529-5105-md01_500.jpg
23634;Downlight cuadrado plano LED 6W 580lm 110-230V 4000K 120mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-6w-580lm-110-230v-4000k-120mm-en-color-blanco-23634-1403004530-eccf-md01_500.jpg
23638;Downlight cuadrado plano LED 6W 550lm 110-230V 2700K 120mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-6w-550lm-110-230v-2700k-120mm-en-color-plata-23638-1403004531-5207-md01_500.jpg
23630;Downlight cuadrado plano LED 3W 300lm 110-230V 6400K 90mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-3w-300lm-110-230v-6400k-90mm-en-color-plata-23630-1403004532-ae96-md01_500.jpg
23637;Downlight cuadrado plano LED 6W 580lm 110-230V 4000K 120mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-6w-580lm-110-230v-4000k-120mm-en-color-plata-23637-1403004533-a569-md01_500.jpg
23624;Downlight cuadrado plano LED 3W 300lm 110-230V 6400K 90mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-3w-300lm-110-230v-6400k-90mm-en-color-blanco-23624-1403004534-cf0b-md01_500.jpg
23631;Downlight cuadrado plano LED 3W 280lm 110-230V 4000K 90mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-3w-280lm-110-230v-4000k-90mm-en-color-plata-23631-1403004535-26c2-md01_500.jpg
23635;Downlight cuadrado plano LED 6W 550lm 110-230V 2700K 120mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-6w-550lm-110-230v-2700k-120mm-en-color-blanco-23635-1403004536-152c-md01_500.jpg
23632;Downlight cuadrado plano LED 3W 250lm 110-230V 2700K 90mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-3w-250lm-110-230v-2700k-90mm-en-color-plata-23632-1403004537-ee8d-md01_500.jpg
23625;Downlight cuadrado plano LED 3W 280lm 110-230V 4000K 90mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-3w-280lm-110-230v-4000k-90mm-en-color-blanco-23625-1403004538-5ff8-md01_500.jpg
23626;Downlight cuadrado plano LED 3W 250lm 110-230V 2700K 90mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-3w-250lm-110-230v-2700k-90mm-en-color-blanco-23626-1403004539-af80-md01_500.jpg
23660;Downlight cuadrado plano LED 24W 2400lm 110-230V 6400K 300mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-24w-2400lm-110-230v-6400k-300mm-en-color-plata-23660-1403004540-c99c-md01_500.jpg
23661;Downlight cuadrado plano LED 24W 2300lm 110-230V 4000K 300mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-24w-2300lm-110-230v-4000k-300mm-en-color-plata-23661-1403004541-5ddd-md01_500.jpg
23662;Downlight cuadrado plano LED 24W 2200lm 110-230V 2700K 300mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-24w-2200lm-110-230v-2700k-300mm-en-color-plata-23662-1403004542-057d-md01_500.jpg
23657;Downlight cuadrado plano LED 24W 2400lm 110-230V 6400K 300mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-24w-2400lm-110-230v-6400k-300mm-en-color-blanco-23657-1403004543-ca19-md01_500.jpg
23658;Downlight cuadrado plano LED 24W 2300lm 110-230V 4000K 300mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-24w-2300lm-110-230v-4000k-300mm-en-color-blanco-23658-1403004544-b6df-md01_500.jpg
25137;Downlight cuadrado plano LED 18W 1800lm 110-230V tricolor 225mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-18w-1800lm-110-230v-tricolor-225mm-en-color-plata-25137-1403004545-519f-md01_500.jpg
21889;Downlight cuadrado plano LED 18W 1800lm 110-230V 6400K 225mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-18w-1800lm-110-230v-6400k-225mm-en-color-plata-21889-1403004546-e5b7-md01_500.jpg
23659;Downlight cuadrado plano LED 24W 2200lm 110-230V 2700K 300mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-24w-2200lm-110-230v-2700k-300mm-en-color-blanco-23659-1403004547-db28-md01_500.jpg
22847;Downlight cuadrado plano LED 18W 1700lm 110-230V 4000K 225mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-18w-1700lm-110-230v-4000k-225mm-en-color-plata-22847-1403004548-f7c9-md01_500.jpg
24863;Downlight cuadrado plano LED 18W 1800lm 110-230V tricolor 225mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-18w-1800lm-110-230v-tricolor-225mm-en-color-blanco-24863-1403004549-b656-md01_500.jpg
22845;Downlight cuadrado plano LED 18W 1700lm 110-230V 4000K 225mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-18w-1700lm-110-230v-4000k-225mm-en-color-blanco-22845-1403004550-80f9-md01_500.jpg
22846;Downlight cuadrado plano LED 18W 1600lm 110-230V 2700K 225mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-18w-1600lm-110-230v-2700k-225mm-en-color-plata-22846-1403004551-0465-md01_500.jpg
21888;Downlight cuadrado plano LED 18W 1800lm 110-230V 6400K 225mm en color blanco;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-18w-1800lm-110-230v-6400k-225mm-en-color-blanco-21888-1403004552-0fcc-md01_500.jpg
23649;Downlight cuadrado plano LED 15W 1400lm 110-230V 4000K 195mm en color plata;https://media.telematel.com/assets/alfa-dyser-downlight-cuadrado-plano-led-15w-1400lm-110-230v-4000k-195mm-en-color-plata-23649-1403004553-3af0-md01_500.jpg
